,period,Unnamed: 0,day,Gas Volume (MMscf),flowrate,Gas Lift Inj Volume  (MMscf),Pressure Source _Tubing Pressure,Casing_Pressure_ksia,Tubing_Pressure_ksia,Active_Pressure_ksia,Line_Pressure_ksia,Calculated_Sandface_Pressure_ksia,water_thousand_bbl
EAGLE,EAGLE_205.0_1483.0,4315,723.0,0.0528261,145.5818,0.359,1,0.72,0.1,0.1,0.014695943,0.9241771557276299,0.03
EAGLE,EAGLE_205.0_1483.0,4316,724.0,0.0633176,159.9212,0.364,1,0.72,0.1,0.1,0.014695943,0.959389263848962,0.046
EAGLE,EAGLE_205.0_1483.0,4317,725.0,0.0671932,146.0105,0.361,1,0.72,0.1,0.1,0.014695943,0.884351193869629,0.02
EAGLE,EAGLE_205.0_1483.0,4318,726.0,0.0524118,135.0253,0.36,1,0.72,0.1,0.1,0.014695943,0.913550167908243,0.02
EAGLE,EAGLE_205.0_1483.0,4319,727.0,0.0666914,158.365,0.362,1,0.72,0.1,0.1,0.014695943,0.923957473675547,0.035
EAGLE,EAGLE_205.0_1483.0,4320,728.0,0.0708861,160.032,0.359,1,0.72,0.1,0.1,0.014695943,0.917413912397678,0.032
EAGLE,EAGLE_205.0_1483.0,4321,729.0,0.0646329,145.0798,0.361,1,0.72,0.1,0.1,0.014695943,0.88806013371897,0.02
EAGLE,EAGLE_205.0_1483.0,4322,730.0,0.0702222,165.7015,0.359,1,0.72,0.08,0.08,0.014695943,0.84767119501083,0.025
EAGLE,EAGLE_205.0_1483.0,4323,731.0,0.0527816,141.695,0.36,1,0.72,0.1,0.1,0.014695943,0.942571302632276,0.042
EAGLE,EAGLE_205.0_1483.0,4324,732.0,0.0504348,183.1832,0.339,1,0.72,0.1,0.1,0.014695943,0.925411811398627,0.0
EAGLE,EAGLE_205.0_1483.0,4325,733.0,0.078,115.5959,0.357,1,0.72,0.1,0.1,0.014695943,0.9096350630216701,0.043
EAGLE,EAGLE_205.0_1483.0,4326,734.0,0.086,128.9235,0.355,1,0.72,0.1,0.1,0.014695943,0.879867685772738,0.028
EAGLE,EAGLE_205.0_1483.0,4327,735.0,0.072,151.697,0.354,1,0.72,0.1,0.1,0.014695943,0.918850654985789,0.035
EAGLE,EAGLE_205.0_1483.0,4328,736.0,0.0685854,137.8526,0.395,1,0.72,0.1,0.1,0.014695943,0.8400251281894919,0.022
EAGLE,EAGLE_205.0_1483.0,4329,737.0,0.063,158.365,0.357,1,0.72,0.1,0.1,0.014695943,0.924609753052409,0.031
EAGLE,EAGLE_205.0_1483.0,4330,738.0,0.065,148.9746,0.356,1,0.72,0.1,0.1,0.014695943,0.912574194112648,0.03
EAGLE,EAGLE_205.0_1483.0,4331,739.0,0.042,136.2212,0.354,1,0.72,0.1,0.1,0.014695943,0.9427543862754241,0.02
EAGLE,EAGLE_205.0_1483.0,4332,740.0,0.072,143.362,0.356,1,0.72,0.1,0.1,0.014695943,0.9000588628439611,0.03
EAGLE,EAGLE_205.0_1483.0,4333,741.0,0.052,100.0733,0.359,1,0.72,0.1,0.1,0.014695943,0.973963919703433,0.035
EAGLE,EAGLE_205.0_1483.0,4334,742.0,0.082,1.667,0.358,1,0.72,0.1,0.1,0.014695943,0.8670586380190619,0.045
EAGLE,EAGLE_205.0_1483.0,4335,743.0,0.008,3.334,0.104,1,0.72,0.1,0.1,0.014695943,1.10183345281379,0.01
EAGLE,EAGLE_205.0_1483.0,4336,744.0,0.0,0.0,0.0,1,0.72,0.1,0.1,0.014695943,0.127629661998466,0.0
EAGLE,EAGLE_205.0_1483.0,4337,745.0,0.0,0.0,0.0,1,0.0,0.3,0.3,0.014695943,0.387955971910216,0.0
EAGLE,EAGLE_205.0_1483.0,4338,746.0,0.0,0.0,0.0,1,0.0,0.3,0.3,0.014695943,0.387955971910216,0.0
EAGLE,EAGLE_205.0_1483.0,4339,747.0,0.0,20.004,0.305,1,0.68,0.1,0.1,0.014695943,1.38234666345976,0.17
EAGLE,EAGLE_205.0_1483.0,4340,748.0,0.0,45.009,0.343,1,0.68,0.08,0.08,0.014695943,1.1223497144667498,0.1
EAGLE,EAGLE_205.0_1483.0,4341,749.0,0.0,78.349,0.35,1,0.68,0.1,0.1,0.014695943,1.18943686896461,0.135
EAGLE,EAGLE_205.0_1483.0,4342,750.0,0.018,76.682,0.35,1,0.7,0.08,0.08,0.014695943,1.0415359437886,0.112
EAGLE,EAGLE_205.0_1483.0,4343,751.0,0.0232759,88.9274,0.372,1,0.7,0.2,0.2,0.014695943,1.40108807002514,0.12
EAGLE,EAGLE_205.0_1483.0,4344,752.0,0.0279643,135.027,0.371,1,0.7,0.14,0.14,0.014695943,1.2338575869746902,0.106
EAGLE,EAGLE_205.0_1483.0,4345,753.0,0.0177978,119.0412,0.367,1,0.7,0.12,0.12,0.014695943,1.14510909514009,0.097
EAGLE,EAGLE_205.0_1483.0,4346,754.0,0.0152165,125.2956,0.375,1,0.7,0.12,0.12,0.014695943,1.16318117607509,0.104
EAGLE,EAGLE_205.0_1483.0,4347,755.0,0.0235955,139.9884,0.37,1,0.7,0.12,0.12,0.014695943,1.16191291107257,0.095
EAGLE,EAGLE_205.0_1483.0,4348,756.0,0.0264444,145.029,0.371,1,0.7,0.1,0.1,0.014695943,1.1266861768854401,0.102
EAGLE,EAGLE_205.0_1483.0,4349,757.0,0.0313258,151.531,0.367,1,0.7,0.1,0.1,0.014695943,1.11900164917326,0.095
EAGLE,EAGLE_205.0_1483.0,4350,758.0,0.0333407,168.367,0.373,1,0.7,0.1,0.1,0.014695943,1.1421460805191601,0.096
EAGLE,EAGLE_205.0_1483.0,4351,759.0,0.0385714,175.8985,0.372,1,0.7,0.1,0.1,0.014695943,1.13476061074874,0.09
EAGLE,EAGLE_205.0_1483.0,4352,760.0,0.0486465,140.028,0.314,1,0.68,0.13,0.13,0.014695943,1.18179524669238,0.067
EAGLE,EAGLE_205.0_1483.0,4353,761.0,0.0450374,152.4272,0.341,1,0.68,0.12,0.12,0.014695943,1.1509868301945,0.078
EAGLE,EAGLE_205.0_1483.0,4354,762.0,0.0454834,209.9999,0.342,1,0.68,0.12,0.12,0.014695943,1.2901498185751,0.088
EAGLE,EAGLE_205.0_1483.0,4355,763.0,0.0710886,173.368,0.366,1,0.68,0.12,0.12,0.014695943,1.10568376944576,0.072
EAGLE,EAGLE_205.0_1483.0,4356,764.0,0.0612444,184.9867,0.367,1,0.68,0.12,0.12,0.014695943,1.16713833930962,0.082
EAGLE,EAGLE_205.0_1483.0,4357,765.0,0.058,178.991,0.365,1,0.68,0.12,0.12,0.014695943,1.1380488719564001,0.073
EAGLE,EAGLE_205.0_1483.0,4358,766.0,0.0564182,158.365,0.364,1,0.68,0.12,0.12,0.014695943,1.0473670797925398,0.055
EAGLE,EAGLE_205.0_1483.0,4359,767.0,0.062,196.6125,0.365,1,0.68,0.12,0.12,0.014695943,1.15852151013747,0.07
EAGLE,EAGLE_205.0_1483.0,4360,768.0,0.052,163.366,0.365,1,0.68,0.14,0.14,0.014695943,1.1623319414662998,0.07
EAGLE,EAGLE_205.0_1483.0,4361,769.0,0.065,166.8175,0.366,1,0.7,0.14,0.14,0.014695943,1.1419685585794,0.067
EAGLE,EAGLE_205.0_1483.0,4362,770.0,0.0659115,203.6395,0.365,1,0.7,0.1,0.1,0.014695943,1.07897495170362,0.059
EAGLE,EAGLE_205.0_1483.0,4363,771.0,0.058,166.2399,0.364,1,0.7,0.1,0.1,0.014695943,1.01071922417459,0.057
EAGLE,EAGLE_205.0_1483.0,4364,772.0,0.063,178.4488,0.366,1,0.7,0.1,0.1,0.014695943,1.0293933051055801,0.058
EAGLE,EAGLE_205.0_1483.0,4365,773.0,0.0510727,186.704,0.366,1,0.7,0.1,0.1,0.014695943,1.06604830845162,0.06
EAGLE,EAGLE_205.0_1483.0,4366,774.0,0.0155906,155.4904,0.365,1,0.7,0.1,0.1,0.014695943,1.03440300147678,0.055
EAGLE,EAGLE_205.0_1483.0,4367,775.0,0.047,144.1115,0.365,1,0.7,0.1,0.1,0.014695943,0.9751696118554359,0.055
EAGLE,EAGLE_205.0_1483.0,4368,776.0,0.067,161.699,0.366,1,0.7,0.1,0.1,0.014695943,0.9686036271919599,0.05
EAGLE,EAGLE_205.0_1483.0,4369,777.0,0.019,200.04,0.365,1,0.7,0.1,0.1,0.014695943,1.09984924459682,0.048
EAGLE,EAGLE_205.0_1483.0,4370,778.0,0.0836514,138.3582,0.318,1,0.7,0.1,0.1,0.014695943,0.965525174864174,0.045
EAGLE,EAGLE_205.0_1483.0,4371,779.0,0.0572647,173.368,0.362,1,0.7,0.1,0.1,0.014695943,1.0370439671235598,0.06
EAGLE,EAGLE_205.0_1483.0,4372,780.0,0.067,175.035,0.364,1,0.7,0.1,0.1,0.014695943,1.0201161070852,0.058
EAGLE,EAGLE_205.0_1483.0,4373,781.0,0.073,173.4127,0.365,1,0.7,0.1,0.1,0.014695943,0.977681486217829,0.047
EAGLE,EAGLE_205.0_1483.0,4374,782.0,0.07,145.0547,0.361,1,0.7,0.1,0.1,0.014695943,0.981649886678056,0.065
EAGLE,EAGLE_205.0_1483.0,4375,783.0,0.091,201.5218,0.361,1,0.7,0.1,0.1,0.014695943,1.0243362472614899,0.05
EAGLE,EAGLE_205.0_1483.0,4376,784.0,0.096,176.702,0.364,1,0.7,0.1,0.1,0.014695943,0.978057902049823,0.053
EAGLE,EAGLE_205.0_1483.0,4377,785.0,0.071,155.4478,0.367,1,0.7,0.1,0.1,0.014695943,0.9223701462892689,0.04
EAGLE,EAGLE_205.0_1483.0,4378,786.0,0.048,143.362,0.367,1,0.7,0.1,0.1,0.014695943,0.953518390328295,0.048
EAGLE,EAGLE_205.0_1483.0,4379,787.0,0.068,151.8282,0.367,1,0.7,0.1,0.1,0.014695943,0.955854464227322,0.053
EAGLE,EAGLE_205.0_1483.0,4380,788.0,0.061,142.8501,0.368,1,0.7,0.1,0.1,0.014695943,0.903269986539986,0.033
EAGLE,EAGLE_205.0_1483.0,4381,789.0,0.0752344,166.7,0.354,1,0.7,0.1,0.1,0.014695943,0.9914501338515259,0.053
EAGLE,EAGLE_205.0_1483.0,4382,790.0,0.0669771,148.363,0.368,1,0.7,0.1,0.1,0.014695943,0.920086014196544,0.042
EAGLE,EAGLE_205.0_1483.0,4383,791.0,0.1024143,158.1553,0.367,1,0.7,0.1,0.1,0.014695943,0.988426116770779,0.073
EAGLE,EAGLE_205.0_1483.0,4384,792.0,0.0567692,158.365,0.369,1,0.7,0.1,0.1,0.014695943,0.888397601794827,0.018
EAGLE,EAGLE_205.0_1483.0,4385,793.0,0.1212659,162.7237,0.372,1,0.7,0.1,0.1,0.014695943,0.879255028011107,0.037
EAGLE,EAGLE_205.0_1483.0,4386,794.0,0.1155315,158.0606,0.372,1,0.7,0.1,0.1,0.014695943,0.891907486226924,0.043
EAGLE,EAGLE_205.0_1483.0,4387,795.0,0.1053317,140.6871,0.372,1,0.7,0.1,0.1,0.014695943,0.882072125950603,0.048
EAGLE,EAGLE_205.0_1483.0,4388,796.0,0.0756592,155.031,0.36,1,0.7,0.1,0.1,0.014695943,0.919024052663459,0.038
EAGLE,EAGLE_205.0_1483.0,4389,797.0,0.0539,169.3106,0.372,1,0.7,0.1,0.1,0.014695943,0.983446197962848,0.047
EAGLE,EAGLE_205.0_1483.0,4390,798.0,0.0399226,140.6321,0.372,1,0.7,0.1,0.1,0.014695943,0.951236348882351,0.046
EAGLE,EAGLE_205.0_1483.0,4391,799.0,0.0389583,148.2438,0.373,1,0.7,0.1,0.1,0.014695943,0.934790979583717,0.035
EAGLE,EAGLE_205.0_1483.0,4392,800.0,0.0317606,156.2521,0.373,1,0.7,0.1,0.1,0.014695943,0.968335250035326,0.042
EAGLE,EAGLE_205.0_1483.0,4393,801.0,0.0218214,95.019,0.36,1,0.7,0.1,0.1,0.014695943,1.0415863467675799,0.041
EAGLE,EAGLE_205.0_1483.0,4394,802.0,0.0355789,150.03,0.367,1,0.7,0.1,0.1,0.014695943,0.988431293200171,0.052
EAGLE,EAGLE_205.0_1483.0,4395,803.0,0.0214028,147.2061,0.363,1,0.7,0.1,0.1,0.014695943,0.982925355279031,0.038
EAGLE,EAGLE_205.0_1483.0,4396,804.0,0.0478333,133.9228,0.365,1,0.66,0.4,0.4,0.014695943,1.88341879838102,0.032
EAGLE,EAGLE_205.0_1483.0,4397,805.0,0.0368657,125.025,0.245,1,0.7,0.1,0.1,0.014695943,1.2979095569212,0.025
EAGLE,EAGLE_205.0_1483.0,4398,806.0,0.0571064,180.036,0.368,1,0.7,0.1,0.1,0.014695943,1.00892310969922,0.048
EAGLE,EAGLE_205.0_1483.0,4399,807.0,0.0572143,156.698,0.367,1,0.7,0.1,0.1,0.014695943,0.945082015077793,0.042
EAGLE,EAGLE_205.0_1483.0,4400,808.0,0.0601188,130.1226,0.37,1,0.7,0.1,0.1,0.014695943,0.9170756420889099,0.045
EAGLE,EAGLE_205.0_1483.0,4401,809.0,0.0792727,177.9498,0.375,1,0.7,0.1,0.1,0.014695943,0.9301914254582311,0.033
EAGLE,EAGLE_205.0_1483.0,4402,810.0,0.0804867,154.6779,0.373,1,0.7,0.1,0.1,0.014695943,0.900209488256146,0.038
EAGLE,EAGLE_205.0_1483.0,4403,811.0,0.0797807,158.8341,0.372,1,0.7,0.14,0.14,0.014695943,1.03963892285596,0.046
EAGLE,EAGLE_205.0_1483.0,4404,812.0,0.0853171,152.2119,0.372,1,0.7,0.1,0.1,0.014695943,0.8924151087063571,0.038
EAGLE,EAGLE_205.0_1483.0,4405,813.0,0.0696094,147.1241,0.373,1,0.7,0.1,0.1,0.014695943,0.9122705613948661,0.043
EAGLE,EAGLE_205.0_1483.0,4406,814.0,0.081,155.031,0.373,1,0.7,0.1,0.1,0.014695943,0.8867994864554319,0.033
EAGLE,EAGLE_205.0_1483.0,4407,815.0,0.0868455,143.1226,0.322,1,0.7,0.1,0.1,0.014695943,0.930113101367106,0.03
EAGLE,EAGLE_205.0_1483.0,4408,816.0,0.049,136.694,0.356,1,0.7,0.1,0.1,0.014695943,0.949017951994534,0.04
EAGLE,EAGLE_205.0_1483.0,4409,817.0,0.0798898,134.085,0.368,1,0.7,0.1,0.1,0.014695943,0.882070031339798,0.037
EAGLE,EAGLE_205.0_1483.0,4410,818.0,0.1174312,148.3975,0.368,1,0.7,0.1,0.1,0.014695943,0.840144713296404,0.03
EAGLE,EAGLE_205.0_1483.0,4411,819.0,0.1031811,144.3774,0.368,1,0.7,0.1,0.1,0.014695943,0.877864253486596,0.042
EAGLE,EAGLE_205.0_1483.0,4412,820.0,0.086,140.6994,0.368,1,0.7,0.1,0.1,0.014695943,0.874980713588991,0.035
EAGLE,EAGLE_205.0_1483.0,4413,821.0,0.097,147.5284,0.367,1,0.7,0.1,0.1,0.014695943,0.88410412498322,0.04
EAGLE,EAGLE_205.0_1483.0,4414,822.0,0.105,175.035,0.369,1,0.7,0.1,0.1,0.014695943,0.94538633140843,0.047
EAGLE,EAGLE_205.0_1483.0,4415,823.0,0.0,138.0,0.369,1,0.7,0.1,0.1,0.014695943,0.99255971698951,0.016
EAGLE,EAGLE_205.0_1483.0,4416,824.0,0.0,129.0,0.37,1,0.7,0.1,0.1,0.014695943,1.0073862381745,0.033
EAGLE,EAGLE_205.0_1483.0,4417,825.0,0.0,140.0,0.33,1,0.7,0.1,0.1,0.014695943,1.09869633678976,0.03
EAGLE,EAGLE_205.0_1483.0,4418,826.0,0.0,163.0,0.327,1,0.7,0.1,0.1,0.014695943,1.1165814968910799,0.04
EAGLE,EAGLE_205.0_1483.0,4419,827.0,0.0,155.0,0.366,1,0.7,0.1,0.1,0.014695943,1.01721847971734,0.037
EAGLE,EAGLE_205.0_1483.0,4420,828.0,0.0,140.0,0.367,1,0.7,0.1,0.1,0.014695943,1.00966349558261,0.035
EAGLE,EAGLE_205.0_1483.0,4421,829.0,0.0,161.0,0.374,1,0.7,0.1,0.1,0.014695943,1.03291604490428,0.048
EAGLE,EAGLE_205.0_1483.0,4422,830.0,0.0,147.0,0.37,1,0.7,0.08,0.08,0.014695943,0.934079803671651,0.037
EAGLE,EAGLE_205.0_1483.0,4423,831.0,0.0,140.0,0.368,1,0.7,0.1,0.1,0.014695943,1.0074920041166,0.035
EAGLE,EAGLE_205.0_1483.0,4424,832.0,0.0,170.0,0.369,1,0.7,0.1,0.1,0.014695943,1.02592731519319,0.037
EAGLE,EAGLE_205.0_1483.0,4425,833.0,0.0,152.0,0.392,1,0.7,0.1,0.1,0.014695943,0.969991401274635,0.038
EAGLE,EAGLE_205.0_1483.0,4426,834.0,0.0,145.0,0.395,1,0.7,0.1,0.1,0.014695943,0.9405182304823789,0.025
EAGLE,EAGLE_205.0_1483.0,4427,835.0,0.0,147.0,0.391,1,0.7,0.1,0.1,0.014695943,0.9475944817485069,0.025
EAGLE,EAGLE_205.0_1483.0,4428,836.0,0.0,152.0,0.377,1,0.7,0.1,0.1,0.014695943,1.00611141342294,0.043
EAGLE,EAGLE_205.0_1483.0,4429,837.0,0.0,152.0,0.389,1,0.7,0.1,0.1,0.014695943,0.972954550466977,0.037
EAGLE,EAGLE_205.0_1483.0,4430,838.0,0.0,133.0,0.113,1,0.7,0.1,0.1,0.014695943,2.30010424740111,0.032
EAGLE,EAGLE_205.0_1483.0,4431,839.0,0.0,153.0,0.028,1,0.7,0.1,0.1,0.014695943,2.7572261785795797,0.037
EAGLE,EAGLE_205.0_1483.0,4432,840.0,0.011,165.0,0.028,1,0.7,0.1,0.1,0.014695943,2.74103757826952,0.037
EAGLE,EAGLE_205.0_1483.0,4433,841.0,0.0,111.0,0.386,1,0.7,0.1,0.1,0.014695943,0.997390175764356,0.033
EAGLE,EAGLE_205.0_1483.0,4434,842.0,0.0,148.0,0.388,1,0.7,0.1,0.1,0.014695943,0.965308484252918,0.033
EAGLE,EAGLE_205.0_1483.0,4435,843.0,0.0,138.0,0.385,1,0.7,0.1,0.1,0.014695943,0.9731086112682761,0.035
EAGLE,EAGLE_205.0_1483.0,4436,844.0,0.0,157.0,0.388,1,0.7,0.1,0.1,0.014695943,0.9787664697720291,0.037
EAGLE,EAGLE_205.0_1483.0,4437,845.0,0.0,150.0,0.389,1,0.7,0.1,0.1,0.014695943,0.929446924353998,0.0
EAGLE,EAGLE_205.0_1483.0,4438,846.0,0.0,153.0,0.391,1,0.7,0.1,0.1,0.014695943,0.9878801701948691,0.045
EAGLE,EAGLE_205.0_1483.0,4439,847.0,0.021,149.0,0.397,1,0.7,0.1,0.1,0.014695943,0.9185711927511749,0.032
EAGLE,EAGLE_205.0_1483.0,4440,848.0,0.0,143.0,0.39,1,0.7,0.1,0.1,0.014695943,0.95928626860581,0.032
EAGLE,EAGLE_205.0_1483.0,4441,849.0,0.0,143.0,0.388,1,0.7,0.1,0.1,0.014695943,0.962983598356415,0.032
EAGLE,EAGLE_205.0_1483.0,4442,850.0,0.0,146.0,0.389,1,0.7,0.1,0.1,0.014695943,0.961407115977958,0.032
EAGLE,EAGLE_205.0_1483.0,4443,851.0,0.025,128.0,0.393,1,0.7,0.2,0.2,0.014695943,1.27211745165105,0.033
EAGLE,EAGLE_205.0_1483.0,4444,852.0,0.061,135.0,0.033,1,0.7,0.1,0.1,0.014695943,2.4440067698967,0.028
EAGLE,EAGLE_205.0_1483.0,4445,853.0,0.0,148.0,0.377,1,0.69,0.06,0.06,0.014695943,0.8171838952350869,0.025
EAGLE,EAGLE_205.0_1483.0,4446,854.0,0.0,162.0,0.332,1,0.7,0.1,0.1,0.014695943,1.0829616236494801,0.028
EAGLE,EAGLE_205.0_1483.0,4447,855.0,0.023,140.0,0.386,1,0.7,0.1,0.1,0.014695943,0.926190726322616,0.03
EAGLE,EAGLE_205.0_1483.0,4448,856.0,0.03,167.0,0.389,1,0.7,0.1,0.1,0.014695943,0.943105341327334,0.033
EAGLE,EAGLE_205.0_1483.0,4449,857.0,0.036,139.0,0.388,1,0.7,0.1,0.1,0.014695943,0.907199291272049,0.032
EAGLE,EAGLE_205.0_1483.0,4450,858.0,0.099,120.0,0.101,1,0.62,0.05,0.05,0.014695943,1.43926497623675,0.03
EAGLE,EAGLE_205.0_1483.0,4451,859.0,0.0,137.0,0.318,1,0.7,0.1,0.1,0.014695943,1.13918667910302,0.032
EAGLE,EAGLE_205.0_1483.0,4452,860.0,0.0,160.0,0.398,1,0.7,0.1,0.1,0.014695943,0.966652065985814,0.037
EAGLE,EAGLE_205.0_1483.0,4453,861.0,0.0,174.0,0.396,1,0.7,0.1,0.1,0.014695943,0.992960593290063,0.037
EAGLE,EAGLE_205.0_1483.0,4454,862.0,0.0,137.0,0.39,1,0.7,0.1,0.1,0.014695943,0.958996297346237,0.031
EAGLE,EAGLE_205.0_1483.0,4455,863.0,0.0,137.0,0.103,1,0.7,0.1,0.1,0.014695943,2.36209849932859,0.03
EAGLE,EAGLE_205.0_1483.0,4456,864.0,0.0,67.0,0.303,1,0.62,0.06,0.06,0.014695943,1.10545656213602,0.012
EAGLE,EAGLE_205.0_1483.0,4457,865.0,0.0,58.0,0.112,1,0.66,0.06,0.06,0.014695943,1.8997943665816899,0.0
EAGLE,EAGLE_205.0_1483.0,4458,866.0,0.0,157.0,0.266,1,0.7,0.12,0.12,0.014695943,1.40532703374882,0.032
EAGLE,EAGLE_205.0_1483.0,4459,867.0,0.0,182.0,0.396,1,0.7,0.12,0.12,0.014695943,1.06656018834377,0.037
EAGLE,EAGLE_205.0_1483.0,4460,868.0,0.0,154.0,0.389,1,0.7,0.12,0.12,0.014695943,1.0277318117555998,0.03
EAGLE,EAGLE_205.0_1483.0,4461,869.0,0.004,155.0,0.386,1,0.7,0.12,0.12,0.014695943,1.0298364633965,0.032
EAGLE,EAGLE_205.0_1483.0,4462,870.0,0.0,140.0,0.386,1,0.7,0.12,0.12,0.014695943,1.03939620906878,0.032
EAGLE,EAGLE_205.0_1483.0,4463,871.0,0.0,153.0,0.386,1,0.7,0.1,0.1,0.014695943,0.9571432591950151,0.025
EAGLE,EAGLE_205.0_1483.0,4464,872.0,0.0,143.0,0.385,1,0.7,0.1,0.1,0.014695943,0.965920099863865,0.03
EAGLE,EAGLE_205.0_1483.0,4465,873.0,0.0,143.0,0.387,1,0.7,0.1,0.1,0.014695943,0.962097791167843,0.03
EAGLE,EAGLE_205.0_1483.0,4466,874.0,0.014,149.0,0.384,1,0.7,0.1,0.1,0.014695943,0.9139705889991729,0.0
EAGLE,EAGLE_205.0_1483.0,4467,875.0,0.0,148.0,0.399,1,0.7,0.1,0.1,0.014695943,0.9446743502832871,0.032
EAGLE,EAGLE_205.0_1483.0,4468,876.0,0.022,137.0,0.392,1,0.7,0.1,0.1,0.014695943,0.918182036705889,0.03
EAGLE,EAGLE_205.0_1483.0,4469,877.0,0.0,155.0,0.391,1,0.7,0.1,0.1,0.014695943,0.959773470628712,0.031
EAGLE,EAGLE_205.0_1483.0,4470,878.0,0.0,145.0,0.388,1,0.7,0.1,0.1,0.014695943,0.948935760189289,0.021
EAGLE,EAGLE_205.0_1483.0,4471,879.0,0.0,133.0,0.389,1,0.7,0.1,0.1,0.014695943,0.960347266030525,0.028
EAGLE,EAGLE_205.0_1483.0,4472,880.0,0.022,117.0,0.397,1,0.7,0.1,0.1,0.014695943,0.9767218444061411,0.0
EAGLE,EAGLE_205.0_1483.0,4473,881.0,0.034,137.0,0.396,1,0.7,0.1,0.1,0.014695943,0.8995013069197401,0.033
EAGLE,EAGLE_205.0_1483.0,4474,882.0,0.034,120.0,0.389,1,0.7,0.1,0.1,0.014695943,0.9144702473516739,0.027
EAGLE,EAGLE_205.0_1483.0,4475,883.0,0.0,173.0,0.387,1,0.7,0.1,0.1,0.014695943,0.98313808133337,0.03
EAGLE,EAGLE_205.0_1483.0,4476,884.0,0.024,99.0,0.387,1,0.7,0.1,0.1,0.014695943,0.99442337386444,0.025
EAGLE,EAGLE_205.0_1483.0,4477,885.0,0.033,149.0,0.054,1,0.7,0.1,0.1,0.014695943,2.5028656201143398,0.04
EAGLE,EAGLE_205.0_1483.0,4478,886.0,0.0,133.0,0.041,1,0.7,0.1,0.1,0.014695943,2.70671398893356,0.028
EAGLE,EAGLE_205.0_1483.0,4479,887.0,0.0,145.0,0.389,1,0.7,0.1,0.1,0.014695943,0.9528611619441579,0.026
EAGLE,EAGLE_205.0_1483.0,4480,888.0,0.0,140.0,0.389,1,0.7,0.1,0.1,0.014695943,0.9498191818543981,0.021
EAGLE,EAGLE_205.0_1483.0,4481,889.0,0.0,133.0,0.386,1,0.7,0.1,0.1,0.014695943,0.96636554494583,0.028
EAGLE,EAGLE_205.0_1483.0,4482,890.0,0.0,155.0,0.387,1,0.7,0.1,0.1,0.014695943,0.968533817504058,0.032
EAGLE,EAGLE_205.0_1483.0,4483,891.0,0.0,151.0,0.383,1,0.7,0.1,0.1,0.014695943,0.9703187179231291,0.03
EAGLE,EAGLE_205.0_1483.0,4484,892.0,0.0,120.0,0.386,1,0.7,0.1,0.1,0.014695943,0.982208753866004,0.027
EAGLE,EAGLE_205.0_1483.0,4485,893.0,0.0,148.0,0.399,1,0.7,0.16,0.16,0.014695943,1.13854682597154,0.023
EAGLE,EAGLE_205.0_1483.0,4486,894.0,0.005,120.0,0.392,1,0.7,0.1,0.1,0.014695943,0.959902009006601,0.027
EAGLE,EAGLE_205.0_1483.0,4487,895.0,0.022,156.0,0.389,1,0.7,0.1,0.1,0.014695943,0.934461334209258,0.032
EAGLE,EAGLE_205.0_1483.0,4488,896.0,0.0,133.0,0.389,1,0.7,0.1,0.1,0.014695943,0.960347266030525,0.028
EAGLE,EAGLE_205.0_1483.0,4489,897.0,0.021,142.0,0.387,1,0.7,0.11,0.11,0.014695943,0.959269406464982,0.028
EAGLE,EAGLE_205.0_1483.0,4490,898.0,0.015,133.0,0.385,1,0.7,0.1,0.1,0.014695943,0.935909597124774,0.02
EAGLE,EAGLE_205.0_1483.0,4491,899.0,0.019,145.0,0.402,1,0.7,0.1,0.1,0.014695943,0.913539740346739,0.033
EAGLE,EAGLE_205.0_1483.0,4492,900.0,0.025,89.0,0.34,1,0.7,0.1,0.1,0.014695943,1.18438871620227,0.017
EAGLE,EAGLE_205.0_1483.0,4493,901.0,0.008,158.0,0.263,1,0.7,0.1,0.1,0.014695943,1.29143552108876,0.025
EAGLE,EAGLE_205.0_1483.0,4494,902.0,0.0,136.0,0.367,1,0.7,0.1,0.1,0.014695943,1.00643533234169,0.03
EAGLE,EAGLE_205.0_1483.0,4495,903.0,0.0,150.0,0.395,1,0.7,0.1,0.1,0.014695943,0.945297547370936,0.028
EAGLE,EAGLE_205.0_1483.0,4496,904.0,0.014,149.0,0.393,1,0.7,0.1,0.1,0.014695943,0.930358602691829,0.03
EAGLE,EAGLE_205.0_1483.0,4497,905.0,0.0,133.0,0.39,1,0.7,0.1,0.1,0.014695943,0.958374459767571,0.028
EAGLE,EAGLE_205.0_1483.0,4498,906.0,0.012,133.0,0.041,1,0.7,0.1,0.1,0.014695943,2.6896837661129296,0.036
EAGLE,EAGLE_205.0_1483.0,4499,907.0,0.0,127.0,0.386,1,0.7,0.1,0.1,0.014695943,0.974790728696994,0.033
EAGLE,EAGLE_205.0_1483.0,4500,908.0,0.013,138.0,0.084,1,0.7,0.1,0.1,0.014695943,2.4129027410469797,0.033
EAGLE,EAGLE_205.0_1483.0,4501,909.0,0.0,141.0,0.383,1,0.7,0.1,0.1,0.014695943,0.976676621545479,0.035
EAGLE,EAGLE_205.0_1483.0,4502,910.0,0.0,157.0,0.385,1,0.7,0.1,0.1,0.014695943,0.9837421245992719,0.037
EAGLE,EAGLE_205.0_1483.0,4503,911.0,0.0,128.0,0.386,1,0.7,0.1,0.1,0.014695943,0.969641050336402,0.023
