,period,Unnamed: 0,day,Gas Volume (MMscf),flowrate,Gas Lift Inj Volume  (MMscf),Pressure Source _Tubing Pressure,Casing_Pressure_ksia,Tubing_Pressure_ksia,Active_Pressure_ksia,Line_Pressure_ksia,Calculated_Sandface_Pressure_ksia,water_thousand_bbl
EAGLE,EAGLE_205.0_1483.0,3950,358.0,0.139532,314.362,0.324,1,0.556251428571429,0.15,0.15,0.014695943,1.3636983815669401,0.053
EAGLE,EAGLE_205.0_1483.0,3951,359.0,0.114378,152.145,0.325,1,0.557074285714286,0.1,0.1,0.014695943,0.953346438208619,0.053
EAGLE,EAGLE_205.0_1483.0,3952,360.0,0.114468,207.323,0.367,1,0.557897142857143,0.16,0.16,0.014695943,1.16495447685549,0.05
EAGLE,EAGLE_205.0_1483.0,3953,361.0,0.11871,249.919,0.326,1,0.55872,0.07,0.07,0.014695943,1.02711421559247,0.05
EAGLE,EAGLE_205.0_1483.0,3954,362.0,0.115066,188.396,0.327,1,0.559542857142857,0.08,0.08,0.014695943,0.9373819259055121,0.045
EAGLE,EAGLE_205.0_1483.0,3955,363.0,0.115402,212.064,0.326,1,0.560365714285714,0.14,0.14,0.014695943,1.15062599979109,0.043
EAGLE,EAGLE_205.0_1483.0,3956,364.0,0.119774,218.834,0.326,1,0.5611885714285709,0.09,0.09,0.014695943,1.04779567474418,0.055
EAGLE,EAGLE_205.0_1483.0,3957,365.0,0.122561,231.713,0.327,1,0.5620114285714289,0.05,0.05,0.014695943,0.877834565055467,0.033
EAGLE,EAGLE_205.0_1483.0,3958,366.0,0.147,266.041,0.328,1,0.5628342857142861,0.05,0.05,0.014695943,0.945109611265067,0.046
EAGLE,EAGLE_205.0_1483.0,3959,367.0,0.129581,202.793,0.326,1,0.563657142857143,0.06,0.06,0.014695943,0.88495637829703,0.046
EAGLE,EAGLE_205.0_1483.0,3960,368.0,0.096,194.583,0.329,1,0.56448,0.12,0.12,0.014695943,1.06890934539092,0.039
EAGLE,EAGLE_205.0_1483.0,3961,369.0,0.095,218.377,0.324,1,0.565302857142857,0.06,0.06,0.014695943,0.9789277406227149,0.055
EAGLE,EAGLE_205.0_1483.0,3962,370.0,0.099,218.19,0.328,1,0.566125714285714,0.07,0.07,0.014695943,0.9642885914536831,0.04
EAGLE,EAGLE_205.0_1483.0,3963,371.0,0.094,217.565,0.328,1,0.566948571428571,0.06,0.06,0.014695943,0.954699498333749,0.048
EAGLE,EAGLE_205.0_1483.0,3964,372.0,0.134179,238.713,0.328,1,0.567771428571429,0.12,0.12,0.014695943,1.10707093204926,0.038
EAGLE,EAGLE_205.0_1483.0,3965,373.0,0.090517,217.788,0.324,1,0.568594285714286,0.1,0.1,0.014695943,1.09444529170896,0.047
EAGLE,EAGLE_205.0_1483.0,3966,374.0,0.080119,155.031,0.327,1,0.569417142857143,0.12,0.12,0.014695943,0.999341321430404,0.028
EAGLE,EAGLE_205.0_1483.0,3967,375.0,0.08507,213.22,0.327,1,0.57024,0.1,0.1,0.014695943,1.0774237472925,0.043
EAGLE,EAGLE_205.0_1483.0,3968,376.0,0.081701,210.656,0.327,1,0.571062857142857,0.17,0.17,0.014695943,1.2708099519159701,0.042
EAGLE,EAGLE_205.0_1483.0,3969,377.0,0.080426,225.045,0.327,1,0.571885714285714,0.09,0.09,0.014695943,1.11914111218878,0.058
EAGLE,EAGLE_205.0_1483.0,3970,378.0,0.050329,210.021,0.326,1,0.572708571428571,0.1,0.1,0.014695943,1.0885097385617402,0.032
EAGLE,EAGLE_205.0_1483.0,3971,379.0,0.085853,200.04,0.326,1,0.573531428571429,0.09,0.09,0.014695943,0.983098867995251,0.03
EAGLE,EAGLE_205.0_1483.0,3972,380.0,0.058893,217.593,0.326,1,0.574354285714286,0.07,0.07,0.014695943,0.9901515686052249,0.029
EAGLE,EAGLE_205.0_1483.0,3973,381.0,0.049256,233.654,0.327,1,0.575177142857143,0.11,0.11,0.014695943,1.2276464621856902,0.052
EAGLE,EAGLE_205.0_1483.0,3974,382.0,0.049476,221.711,0.327,1,0.576,0.1,0.1,0.014695943,1.1666455907121298,0.05
EAGLE,EAGLE_205.0_1483.0,3975,383.0,0.066689,231.018,0.328,1,0.576822857142857,0.14,0.14,0.014695943,1.2755736910431301,0.05
EAGLE,EAGLE_205.0_1483.0,3976,384.0,0.04896,195.271,0.327,1,0.577645714285714,0.1,0.1,0.014695943,1.0816710703852601,0.04
EAGLE,EAGLE_205.0_1483.0,3977,385.0,0.076692,160.771,0.328,1,0.578468571428571,0.1,0.1,0.014695943,0.96638084788853,0.038
EAGLE,EAGLE_205.0_1483.0,3978,386.0,0.06825,233.845,0.328,1,0.579291428571429,0.11,0.11,0.014695943,1.1837379486234099,0.047
EAGLE,EAGLE_205.0_1483.0,3979,387.0,0.070597,213.314,0.329,1,0.580114285714286,0.1,0.1,0.014695943,1.08692324820819,0.04
EAGLE,EAGLE_205.0_1483.0,3980,388.0,0.080856,233.356,0.327,1,0.580937142857143,0.1,0.1,0.014695943,1.09346334173416,0.032
EAGLE,EAGLE_205.0_1483.0,3981,389.0,0.13828,227.86,0.325,1,0.5817599999999999,0.1,0.1,0.014695943,1.08042496457779,0.058
EAGLE,EAGLE_205.0_1483.0,3982,390.0,0.102924,213.964,0.325,1,0.5825828571428571,0.09,0.09,0.014695943,1.08946566578485,0.066
EAGLE,EAGLE_205.0_1483.0,3983,391.0,0.126854,208.989,0.326,1,0.583405714285714,0.09,0.09,0.014695943,0.9930631790342781,0.044
EAGLE,EAGLE_205.0_1483.0,3984,392.0,0.074511,196.706,0.323,1,0.584228571428571,0.12,0.12,0.014695943,1.1375687108498,0.048
EAGLE,EAGLE_205.0_1483.0,3985,393.0,0.152165,243.719,0.362,1,0.585051428571429,0.15,0.15,0.014695943,1.18040944375988,0.055
EAGLE,EAGLE_205.0_1483.0,3986,394.0,0.182598,235.78,0.372,1,0.585874285714286,0.08,0.08,0.014695943,0.919842329711069,0.048
EAGLE,EAGLE_205.0_1483.0,3987,395.0,0.213741,177.83,0.374,1,0.586697142857143,0.12,0.12,0.014695943,0.930910031867551,0.054
EAGLE,EAGLE_205.0_1483.0,3988,396.0,0.15048,252.478,0.348,1,0.5875199999999999,0.15,0.15,0.014695943,1.1633928652312,0.035
EAGLE,EAGLE_205.0_1483.0,3989,397.0,0.203929,222.666,0.36,1,0.5883428571428571,0.1,0.1,0.014695943,0.978921051396092,0.06
EAGLE,EAGLE_205.0_1483.0,3990,398.0,0.203228,201.161,0.395,1,0.589165714285714,0.1,0.1,0.014695943,0.8776935525413609,0.042
EAGLE,EAGLE_205.0_1483.0,3991,399.0,0.202895,206.96,0.404,1,0.5899885714285711,0.1,0.1,0.014695943,0.905335445652459,0.053
EAGLE,EAGLE_205.0_1483.0,3992,400.0,0.385164,201.707,0.404,1,0.590811428571429,0.1,0.1,0.014695943,0.773463137105971,0.044
EAGLE,EAGLE_205.0_1483.0,3993,401.0,0.179167,211.109,0.405,1,0.591634285714286,0.1,0.1,0.014695943,0.928020850625244,0.053
EAGLE,EAGLE_205.0_1483.0,3994,402.0,0.172886,168.367,0.405,1,0.592457142857143,0.14,0.14,0.014695943,0.922602144952256,0.035
EAGLE,EAGLE_205.0_1483.0,3995,403.0,0.055034,199.165,0.374,1,0.5932799999999999,0.1,0.1,0.014695943,1.03382155048515,0.045
EAGLE,EAGLE_205.0_1483.0,3996,404.0,0.1656,191.336,0.42,1,0.594102857142857,0.11,0.11,0.014695943,0.940993070755974,0.06
EAGLE,EAGLE_205.0_1483.0,3997,405.0,0.151906,245.567,0.421,1,0.594925714285714,0.12,0.12,0.014695943,1.0489906993976599,0.055
EAGLE,EAGLE_205.0_1483.0,3998,406.0,0.161172,197.23,0.421,1,0.5957485714285711,0.11,0.11,0.014695943,0.9342300917461039,0.052
EAGLE,EAGLE_205.0_1483.0,3999,407.0,0.151356,134.971,0.421,1,0.596571428571429,0.1,0.1,0.014695943,0.77348503003573,0.038
EAGLE,EAGLE_205.0_1483.0,4000,408.0,0.15167,264.544,0.417,1,0.597394285714286,0.09,0.09,0.014695943,1.01580340668448,0.063
EAGLE,EAGLE_205.0_1483.0,4001,409.0,0.150233,208.375,0.418,1,0.598217142857143,0.12,0.12,0.014695943,0.911064799089005,0.02
EAGLE,EAGLE_205.0_1483.0,4002,410.0,0.151624,227.846,0.417,1,0.59904,0.1,0.1,0.014695943,0.974580805520464,0.057
EAGLE,EAGLE_205.0_1483.0,4003,411.0,0.122236,167.792,0.0,1,0.599862857142857,0.1,0.1,0.014695943,2.24670088366743,0.025
EAGLE,EAGLE_205.0_1483.0,4004,412.0,0.119308,190.038,0.381,1,0.6006857142857139,0.12,0.12,0.014695943,1.00447971357162,0.048
EAGLE,EAGLE_205.0_1483.0,4005,413.0,0.112077,184.681,0.39,1,0.6015085714285711,0.11,0.11,0.014695943,0.9381317192262241,0.037
EAGLE,EAGLE_205.0_1483.0,4006,414.0,0.112193,195.039,0.39,1,0.602331428571429,0.12,0.12,0.014695943,0.9958089162229591,0.042
EAGLE,EAGLE_205.0_1483.0,4007,415.0,0.128529,218.377,0.387,1,0.603154285714286,0.12,0.12,0.014695943,1.0393928038620899,0.048
EAGLE,EAGLE_205.0_1483.0,4008,416.0,0.135328,162.315,0.389,1,0.603977142857143,0.09,0.09,0.014695943,0.8394732850444281,0.043
EAGLE,EAGLE_205.0_1483.0,4009,417.0,0.133456,244.034,0.389,1,0.6048,0.1,0.1,0.014695943,1.01705524687098,0.046
EAGLE,EAGLE_205.0_1483.0,4010,418.0,0.13365,224.841,0.389,1,0.605622857142857,0.1,0.1,0.014695943,0.963847448385421,0.037
EAGLE,EAGLE_205.0_1483.0,4011,419.0,0.127137,198.373,0.387,1,0.6064457142857139,0.11,0.11,0.014695943,0.9548629353399211,0.038
EAGLE,EAGLE_205.0_1483.0,4012,420.0,0.099379,233.005,0.388,1,0.607268571428571,0.12,0.12,0.014695943,1.07290208325006,0.04
EAGLE,EAGLE_205.0_1483.0,4013,421.0,0.135156,186.704,0.388,1,0.608091428571429,0.1,0.1,0.014695943,0.8799516930265391,0.03
EAGLE,EAGLE_205.0_1483.0,4014,422.0,0.1312,244.514,0.388,1,0.6089142857142861,0.12,0.12,0.014695943,1.1077678039019099,0.06
EAGLE,EAGLE_205.0_1483.0,4015,423.0,0.121931,92.621,0.373,1,0.609737142857143,0.17,0.17,0.014695943,1.1063634945788798,0.047
EAGLE,EAGLE_205.0_1483.0,4016,424.0,0.116308,220.666,0.388,1,0.61056,0.08,0.08,0.014695943,0.957458562470168,0.056
EAGLE,EAGLE_205.0_1483.0,4017,425.0,0.130932,231.713,0.389,1,0.611382857142857,0.15,0.15,0.014695943,1.14112390811337,0.05
EAGLE,EAGLE_205.0_1483.0,4018,426.0,0.126248,175.207,0.389,1,0.6122057142857139,0.11,0.11,0.014695943,0.9700172538247379,0.06
EAGLE,EAGLE_205.0_1483.0,4019,427.0,0.132577,228.978,0.388,1,0.613028571428571,0.08,0.08,0.014695943,0.914275786990951,0.038
EAGLE,EAGLE_205.0_1483.0,4020,428.0,0.138127,179.898,0.389,1,0.6138514285714289,0.08,0.08,0.014695943,0.8174171640918341,0.035
EAGLE,EAGLE_205.0_1483.0,4021,429.0,0.139061,247.966,0.389,1,0.6146742857142861,0.08,0.08,0.014695943,0.987001697851584,0.059
EAGLE,EAGLE_205.0_1483.0,4022,430.0,0.138904,160.724,0.39,1,0.615497142857143,0.09,0.09,0.014695943,0.83771284093785,0.045
EAGLE,EAGLE_205.0_1483.0,4023,431.0,0.136544,180.216,0.39,1,0.6163200000000001,0.1,0.1,0.014695943,0.899350788677574,0.043
EAGLE,EAGLE_205.0_1483.0,4024,432.0,0.137109,185.443,0.388,1,0.617142857142857,0.1,0.1,0.014695943,0.906823556854146,0.042
EAGLE,EAGLE_205.0_1483.0,4025,433.0,0.135596,178.369,0.389,1,0.6179657142857139,0.1,0.1,0.014695943,0.895126137978945,0.042
EAGLE,EAGLE_205.0_1483.0,4026,434.0,0.132339,205.873,0.386,1,0.618788571428571,0.11,0.11,0.014695943,0.986732643861772,0.047
EAGLE,EAGLE_205.0_1483.0,4027,435.0,0.130909,264.488,0.402,1,0.6196114285714289,0.08,0.08,0.014695943,0.969696935488368,0.04125
EAGLE,EAGLE_205.0_1483.0,4028,436.0,0.125333,210.108,0.398,1,0.620434285714286,0.08,0.08,0.014695943,0.8970562030371,0.045
EAGLE,EAGLE_205.0_1483.0,4029,437.0,0.128143,164.567,0.396,1,0.621257142857143,0.11,0.11,0.014695943,0.906217084668123,0.045
EAGLE,EAGLE_205.0_1483.0,4030,438.0,0.128359,218.377,0.394,1,0.6220800000000001,0.1,0.1,0.014695943,0.9750719571621791,0.046
EAGLE,EAGLE_205.0_1483.0,4031,439.0,0.126181,211.261,0.39,1,0.622902857142857,0.08,0.08,0.014695943,0.8806085622089459,0.035
EAGLE,EAGLE_205.0_1483.0,4032,440.0,0.120962,160.321,0.392,1,0.623725714285714,0.1,0.1,0.014695943,0.898687575805137,0.052
EAGLE,EAGLE_205.0_1483.0,4033,441.0,0.118815,201.432,0.39,1,0.624548571428571,0.1,0.1,0.014695943,0.950824289360179,0.043
EAGLE,EAGLE_205.0_1483.0,4034,442.0,0.115231,185.417,0.391,1,0.6253714285714289,0.1,0.1,0.014695943,0.9125224532129119,0.038
EAGLE,EAGLE_205.0_1483.0,4035,443.0,0.054071,191.705,0.388,1,0.626194285714286,0.1,0.1,0.014695943,0.981983158595418,0.037
EAGLE,EAGLE_205.0_1483.0,4036,444.0,0.08971,186.432,0.39,1,0.6270171428571429,0.12,0.12,0.014695943,1.01443072368697,0.047
EAGLE,EAGLE_205.0_1483.0,4037,445.0,0.095659,229.025,0.389,1,0.6278400000000001,0.09,0.09,0.014695943,1.00564818182037,0.048
EAGLE,EAGLE_205.0_1483.0,4038,446.0,0.119,184.216,0.39,1,0.628662857142857,0.05,0.05,0.014695943,0.764004944738908,0.04
EAGLE,EAGLE_205.0_1483.0,4039,447.0,0.084933,161.981,0.337,1,0.6294857142857141,0.08,0.08,0.014695943,0.8837543830634349,0.037
EAGLE,EAGLE_205.0_1483.0,4040,448.0,0.121745,219.385,0.364,1,0.630308571428571,0.1,0.1,0.014695943,0.9827973003981719,0.035
EAGLE,EAGLE_205.0_1483.0,4041,449.0,0.110951,210.791,0.366,1,0.631131428571429,0.1,0.1,0.014695943,0.994084603449704,0.042
EAGLE,EAGLE_205.0_1483.0,4042,450.0,0.116424,187.88,0.364,1,0.631954285714286,0.1,0.1,0.014695943,0.9442246934996711,0.04
EAGLE,EAGLE_205.0_1483.0,4043,451.0,0.101538,161.699,0.363,1,0.6327771428571429,0.09,0.09,0.014695943,0.87330971311752,0.037
EAGLE,EAGLE_205.0_1483.0,4044,452.0,0.117273,224.274,0.36,1,0.6336,0.09,0.09,0.014695943,0.98970248964633,0.042
EAGLE,EAGLE_205.0_1483.0,4045,453.0,0.093294,164.798,0.366,1,0.634422857142857,0.1,0.1,0.014695943,0.911800641046129,0.037
EAGLE,EAGLE_205.0_1483.0,4046,454.0,0.09,205.041,0.363,1,0.6352457142857141,0.08,0.08,0.014695943,0.964534846941537,0.048
EAGLE,EAGLE_205.0_1483.0,4047,455.0,0.118548,190.674,0.363,1,0.636068571428571,0.1,0.1,0.014695943,0.942958947704553,0.038
EAGLE,EAGLE_205.0_1483.0,4048,456.0,0.108376,190.038,0.364,1,0.636891428571429,0.1,0.1,0.014695943,0.9283463844036649,0.03
EAGLE,EAGLE_205.0_1483.0,4049,457.0,0.092508,198.32,0.363,1,0.637714285714286,0.1,0.1,0.014695943,0.995772795339067,0.043
EAGLE,EAGLE_205.0_1483.0,4050,458.0,0.118191,179.337,0.363,1,0.6385371428571429,0.12,0.12,0.014695943,0.975886186356264,0.038
EAGLE,EAGLE_205.0_1483.0,4051,459.0,0.107598,200.6,0.361,1,0.63936,0.1,0.1,0.014695943,0.978653768748479,0.04
EAGLE,EAGLE_205.0_1483.0,4052,460.0,0.105591,199.545,0.359,1,0.6401828571428569,0.08,0.08,0.014695943,0.9330890481030579,0.045
EAGLE,EAGLE_205.0_1483.0,4053,461.0,0.101106,210.866,0.358,1,0.6410057142857141,0.1,0.1,0.014695943,1.03374811514655,0.05
EAGLE,EAGLE_205.0_1483.0,4054,462.0,0.102976,182.281,0.369,1,0.641828571428571,0.12,0.12,0.014695943,0.9439394859201811,0.022
EAGLE,EAGLE_205.0_1483.0,4055,463.0,0.104969,188.166,0.359,1,0.6426514285714291,0.12,0.12,0.014695943,1.08272981390518,0.065
EAGLE,EAGLE_205.0_1483.0,4056,464.0,0.100157,172.382,0.357,1,0.643474285714286,0.1,0.1,0.014695943,0.93130760664527,0.038
EAGLE,EAGLE_205.0_1483.0,4057,465.0,0.102245,191.467,0.357,1,0.6442971428571429,0.08,0.08,0.014695943,0.905174846064992,0.038
EAGLE,EAGLE_205.0_1483.0,4058,466.0,0.101892,229.022,0.36,1,0.64512,0.08,0.08,0.014695943,0.99558959763941,0.047
EAGLE,EAGLE_205.0_1483.0,4059,467.0,0.10111,199.209,0.366,1,0.6459428571428569,0.1,0.1,0.014695943,0.985511131314457,0.043
EAGLE,EAGLE_205.0_1483.0,4060,468.0,0.102543,163.172,0.367,1,0.646765714285714,0.09,0.09,0.014695943,0.859711029080334,0.033
EAGLE,EAGLE_205.0_1483.0,4061,469.0,0.109403,210.042,0.361,1,0.647588571428571,0.09,0.09,0.014695943,0.9608802039477741,0.038
EAGLE,EAGLE_205.0_1483.0,4062,470.0,0.079192,178.819,0.361,1,0.6484114285714291,0.1,0.1,0.014695943,0.9603031148319661,0.038
EAGLE,EAGLE_205.0_1483.0,4063,471.0,0.081381,205.983,0.362,1,0.649234285714286,0.1,0.1,0.014695943,1.01000628902937,0.038
EAGLE,EAGLE_205.0_1483.0,4064,472.0,0.099273,180.618,0.385,1,0.650057142857143,0.07,0.07,0.014695943,0.869088010593383,0.053
EAGLE,EAGLE_205.0_1483.0,4065,473.0,0.100307,207.109,0.383,1,0.65088,0.1,0.1,0.014695943,0.955120661807574,0.032
EAGLE,EAGLE_205.0_1483.0,4066,474.0,0.052667,175.035,0.384,1,0.651702857142857,0.09,0.09,0.014695943,0.929067286377111,0.038
EAGLE,EAGLE_205.0_1483.0,4067,475.0,0.106259,187.188,0.382,1,0.652525714285714,0.1,0.1,0.014695943,0.911873672370391,0.031
EAGLE,EAGLE_205.0_1483.0,4068,476.0,0.106114,190.038,0.38,1,0.653348571428571,0.1,0.1,0.014695943,0.924271256375259,0.033
EAGLE,EAGLE_205.0_1483.0,4069,477.0,0.102006,192.226,0.383,1,0.6541714285714291,0.09,0.09,0.014695943,0.9237080103254031,0.042
EAGLE,EAGLE_205.0_1483.0,4070,478.0,0.102,257.164,0.381,1,0.654994285714286,0.09,0.09,0.014695943,1.02963589703501,0.037
EAGLE,EAGLE_205.0_1483.0,4071,479.0,0.104571,107.986,0.384,1,0.655817142857143,0.09,0.09,0.014695943,0.7944023428462811,0.036
EAGLE,EAGLE_205.0_1483.0,4072,480.0,0.083108,201.707,0.367,1,0.65664,0.09,0.09,0.014695943,1.13177848776378,0.103
EAGLE,EAGLE_205.0_1483.0,4073,481.0,0.093,216.93,0.38,1,0.657462857142857,0.08,0.08,0.014695943,0.838141922438993,0.0
EAGLE,EAGLE_205.0_1483.0,4074,482.0,0.128333,130.026,0.38,1,0.658285714285714,0.09,0.09,0.014695943,0.790946916447306,0.042
EAGLE,EAGLE_205.0_1483.0,4075,483.0,0.088667,171.414,0.376,1,0.659108571428571,0.1,0.1,0.014695943,1.0241769342381202,0.076
EAGLE,EAGLE_205.0_1483.0,4076,484.0,0.110153,198.373,0.377,1,0.6599314285714291,0.09,0.09,0.014695943,0.941345474472875,0.045
EAGLE,EAGLE_205.0_1483.0,4077,485.0,0.110559,218.351,0.337,1,0.660754285714286,0.1,0.1,0.014695943,1.0477978499043599,0.045
EAGLE,EAGLE_205.0_1483.0,4078,486.0,0.109034,159.223,0.375,1,0.6615771428571431,0.1,0.1,0.014695943,0.855038109823975,0.028
EAGLE,EAGLE_205.0_1483.0,4079,487.0,0.104657,193.409,0.373,1,0.6624,0.1,0.1,0.014695943,0.948698746124766,0.037
EAGLE,EAGLE_205.0_1483.0,4080,488.0,0.093427,188.774,0.377,1,0.663222857142857,0.1,0.1,0.014695943,0.916455012983312,0.026
EAGLE,EAGLE_205.0_1483.0,4081,489.0,0.095992,200.756,0.378,1,0.664045714285714,0.1,0.1,0.014695943,0.9866582709984489,0.045
EAGLE,EAGLE_205.0_1483.0,4082,490.0,0.111443,147.601,0.379,1,0.664868571428571,0.1,0.1,0.014695943,0.867442341031272,0.042
EAGLE,EAGLE_205.0_1483.0,4083,491.0,0.10577,190.038,0.378,1,0.665691428571429,0.12,0.12,0.014695943,0.962591941145335,0.027
EAGLE,EAGLE_205.0_1483.0,4084,492.0,0.101455,200.31,0.378,1,0.666514285714286,0.1,0.1,0.014695943,0.967486058131545,0.04
EAGLE,EAGLE_205.0_1483.0,4085,493.0,0.107609,186.704,0.375,1,0.6673371428571431,0.1,0.1,0.014695943,0.9239375113548519,0.034
EAGLE,EAGLE_205.0_1483.0,4086,494.0,0.109669,192.639,0.371,1,0.66816,0.1,0.1,0.014695943,0.9311536179788239,0.032
EAGLE,EAGLE_205.0_1483.0,4087,495.0,0.105839,176.366,0.373,1,0.668982857142857,0.1,0.1,0.014695943,0.910894528279378,0.035
EAGLE,EAGLE_205.0_1483.0,4088,496.0,0.092244,225.305,0.353,1,0.669805714285714,0.1,0.1,0.014695943,1.04491847312722,0.038
EAGLE,EAGLE_205.0_1483.0,4089,497.0,0.088263,172.859,0.386,1,0.670628571428571,0.1,0.1,0.014695943,0.913655399081263,0.037
EAGLE,EAGLE_205.0_1483.0,4090,498.0,0.085585,163.936,0.386,1,0.671451428571429,0.1,0.1,0.014695943,0.9020275307745339,0.038
EAGLE,EAGLE_205.0_1483.0,4091,499.0,0.09119,188.456,0.387,1,0.6722742857142859,0.1,0.1,0.014695943,0.933639091601296,0.035
EAGLE,EAGLE_205.0_1483.0,4092,500.0,0.079496,126.692,0.359,1,0.6730971428571431,0.08,0.08,0.014695943,0.806953121387335,0.028
EAGLE,EAGLE_205.0_1483.0,4093,501.0,0.046237,144.319,0.235,1,0.67392,0.1,0.1,0.014695943,1.27233357176015,0.01
EAGLE,EAGLE_205.0_1483.0,4094,502.0,0.04484,160.032,0.302,1,0.674742857142857,0.1,0.1,0.014695943,1.07790049958027,0.042
EAGLE,EAGLE_205.0_1483.0,4095,503.0,0.089063,248.914,0.31,1,0.675565714285714,0.1,0.1,0.014695943,1.17492298989602,0.045
EAGLE,EAGLE_205.0_1483.0,4096,504.0,0.091434,183.778,0.384,1,0.676388571428571,0.1,0.1,0.014695943,0.921981195891085,0.033
EAGLE,EAGLE_205.0_1483.0,4097,505.0,0.104661,180.922,0.383,1,0.677211428571429,0.08,0.08,0.014695943,0.843720935521884,0.032
EAGLE,EAGLE_205.0_1483.0,4098,506.0,0.134,200.04,0.386,1,0.678034285714286,0.13,0.13,0.014695943,1.00976826714199,0.04
EAGLE,EAGLE_205.0_1483.0,4099,507.0,0.133,181.022,0.384,1,0.678857142857143,0.11,0.11,0.014695943,0.906470648331922,0.032
EAGLE,EAGLE_205.0_1483.0,4100,508.0,0.132079,190.235,0.384,1,0.67968,0.09,0.09,0.014695943,0.892695046408318,0.042
EAGLE,EAGLE_205.0_1483.0,4101,509.0,0.061461,193.372,0.383,1,0.680502857142857,0.11,0.11,0.014695943,1.01298353430212,0.038
EAGLE,EAGLE_205.0_1483.0,4102,510.0,0.128291,198.408,0.381,1,0.681325714285714,0.1,0.1,0.014695943,0.937693043467004,0.04
EAGLE,EAGLE_205.0_1483.0,4103,511.0,0.110931,198.373,0.378,1,0.682148571428571,0.1,0.1,0.014695943,0.9500682843806649,0.038
EAGLE,EAGLE_205.0_1483.0,4104,512.0,0.109607,185.344,0.377,1,0.682971428571429,0.09,0.09,0.014695943,0.8679157962962419,0.026
EAGLE,EAGLE_205.0_1483.0,4105,513.0,0.120552,180.327,0.382,1,0.683794285714286,0.16,0.16,0.014695943,1.087651253915,0.048
EAGLE,EAGLE_205.0_1483.0,4106,514.0,0.125623,171.88,0.383,1,0.684617142857143,0.09,0.09,0.014695943,0.823982588909847,0.026
EAGLE,EAGLE_205.0_1483.0,4107,515.0,0.08635,198.373,0.38,1,0.68544,0.1,0.1,0.014695943,0.954887842595569,0.032
EAGLE,EAGLE_205.0_1483.0,4108,516.0,0.117907,176.638,0.382,1,0.686262857142857,0.1,0.1,0.014695943,0.875377973272237,0.028
EAGLE,EAGLE_205.0_1483.0,4109,517.0,0.081824,222.426,0.379,1,0.687085714285714,0.1,0.1,0.014695943,1.04862473823356,0.048
EAGLE,EAGLE_205.0_1483.0,4110,518.0,0.112432,132.033,0.38,1,0.687908571428571,0.12,0.12,0.014695943,0.876528607405183,0.028
EAGLE,EAGLE_205.0_1483.0,4111,519.0,0.106291,233.38,0.377,1,0.688731428571429,0.1,0.1,0.014695943,0.984406275809724,0.025
EAGLE,EAGLE_205.0_1483.0,4112,520.0,0.105881,171.22,0.381,1,0.689554285714286,0.09,0.09,0.014695943,0.9238049436765521,0.057
EAGLE,EAGLE_205.0_1483.0,4113,521.0,0.089333,138.361,0.383,1,0.690377142857143,0.1,0.1,0.014695943,0.824950909172458,0.018
EAGLE,EAGLE_205.0_1483.0,4114,522.0,0.070296,216.889,0.385,1,0.6912,0.1,0.1,0.014695943,1.04272422092497,0.047
EAGLE,EAGLE_205.0_1483.0,4115,523.0,0.086378,195.609,0.384,1,0.6920228571428569,0.1,0.1,0.014695943,0.959444453171486,0.037
EAGLE,EAGLE_205.0_1483.0,4116,524.0,0.12,156.698,0.387,1,0.6928457142857141,0.1,0.1,0.014695943,0.843125526377298,0.032
EAGLE,EAGLE_205.0_1483.0,4117,525.0,0.109,196.013,0.386,1,0.693668571428571,0.1,0.1,0.014695943,0.945683506698124,0.04
EAGLE,EAGLE_205.0_1483.0,4118,526.0,0.127,186.013,0.39,1,0.694491428571429,0.1,0.1,0.014695943,0.905150938931805,0.038
EAGLE,EAGLE_205.0_1483.0,4119,527.0,0.134,220.044,0.384,1,0.695314285714286,0.11,0.11,0.014695943,1.01570060821396,0.049
EAGLE,EAGLE_205.0_1483.0,4120,528.0,0.155,166.773,0.386,1,0.696137142857143,0.1,0.1,0.014695943,0.848572928075234,0.037
EAGLE,EAGLE_205.0_1483.0,4121,529.0,0.132185,199.662,0.386,1,0.69696,0.1,0.1,0.014695943,0.927547346830261,0.038
EAGLE,EAGLE_205.0_1483.0,4122,530.0,0.138896,170.954,0.384,1,0.697782857142857,0.1,0.1,0.014695943,0.858991472263047,0.033
EAGLE,EAGLE_205.0_1483.0,4123,531.0,0.106,181.299,0.383,1,0.698605714285714,0.1,0.1,0.014695943,0.892337962048549,0.028
EAGLE,EAGLE_205.0_1483.0,4124,532.0,0.15,193.061,0.38,1,0.699428571428571,0.1,0.1,0.014695943,0.9058138141102909,0.038
EAGLE,EAGLE_205.0_1483.0,4125,533.0,0.097778,155.097,0.375,1,0.700251428571429,0.1,0.1,0.014695943,0.870253789817799,0.033
EAGLE,EAGLE_205.0_1483.0,4126,534.0,0.121207,176.702,0.375,1,0.701074285714286,0.1,0.1,0.014695943,0.891877746748532,0.033
EAGLE,EAGLE_205.0_1483.0,4127,535.0,0.117299,137.45,0.374,1,0.701897142857143,0.1,0.1,0.014695943,0.8267818505808929,0.032
EAGLE,EAGLE_205.0_1483.0,4128,536.0,0.128147,183.253,0.374,1,0.70272,0.1,0.1,0.014695943,0.909428813459426,0.037
